Player,start,end,ppg,apg,rpg,spg,bpg
Russ Smith,2015,2016,1.96,0.7,0.56,0.3,0.04
Sam Smith,1968,1971,8.22,1.07,6.96,0,0
Sam Smith,1979,1980,6.85,1.26,1.37,0.72,0.3
Steve Smith,1992,2005,14.26,3.1,3.25,0.77,0.29
Steven Smith,2007,2007,0.62,0,0.75,0.12,0
Stevin Smith,1997,1997,1.75,0.5,1.25,0.12,0
Theron Smith,2004,2005,2.81,0.66,2.96,0.21,0.17
Tony Smith,1991,2001,5.48,1.93,1.61,0.7,0.17
William Smith,1972,1973,6.83,0.67,4.77,0,0
Willie Smith,1977,1980,4.58,3.55,1.72,1.09,0.03
Zhaire Smith,2019,2020,3.69,0.92,1.15,0.38,0.15
Rik Smits,1989,2000,14.85,1.4,6.09,0.43,1.28
Mike Smrek,1986,1992,2.86,0.25,2.18,0.19,0.77
Joe Smyth,1954,1954,3.27,1.23,2.45,0,0
Xavier Sneed,2022,2022,0.56,0.11,0.67,0,0
Tony Snell,2014,2022,6.11,1.11,2.28,0.44,0.23
Eric Snow,1996,2008,6.85,5.02,2.53,1.15,0.12
Dick Snyder,1967,1979,12.19,2.87,2.83,0.69,0.36
Kirk Snyder,2005,2008,6.32,1.14,2.33,0.41,0.33
Chips Sobek,1950,1950,5.77,1.58,0,0,0
Ricky Sobers,1976,1986,13.28,4.29,2.6,1.32,0.2
Ron Sobie,1957,1960,8.43,1.84,4.12,0,0
Jeremy Sochan,2023,2023,10.93,2.53,5.25,0.76,0.42
Mike Sojourner,1975,1977,8.68,0.9,6.48,0.46,0.55
Willie Sojourner,1972,1975,6.05,0.73,4.82,0.25,0.94
Will Solomon,2002,2009,5.08,1.96,1.15,0.54,0.1
Willie Somerset,1966,1969,21.88,3.59,4.56,0,0
Darius Songaila,2004,2011,6.9,1.19,3.41,0.65,0.21
Dave Sorenson,1971,1973,8.14,1.31,4.68,0,0
James Southerland,2014,2014,3.5,0,2,0.25,0.5
Gino Sovran,1947,1947,1.83,0.17,0,0,0
Pape Sow,2005,2007,2.88,0.16,2.82,0.45,0.32
Ken Spain,1971,1971,2.18,0.18,3.64,0,0
Ray Spalding,2019,2021,3.62,0.31,3.25,0.56,0.62
Jim Spanarkel,1980,1984,9.67,2.21,2.52,0.96,0.15
Vassilis Spanoulis,2007,2007,2.74,0.9,0.71,0.23,0.03
Dan Sparks,1969,1970,6.54,0.67,4.52,0,0
Guy Sparrow,1958,1960,7.78,0.95,4.85,0,0
Rory Sparrow,1981,1992,9.04,5.01,2.1,0.99,0.12
Odie Spears,1949,1957,8.69,1.91,3.98,0,0
Art Spector,1947,1950,5.04,0.85,0,0,0
Marreese Speights,2009,2018,7.93,0.65,4.08,0.27,0.5
Omari Spellman,2019,2020,6.76,0.99,4.35,0.62,0.52
Andre Spencer,1993,1994,7.21,0.96,3.21,0.75,0.29
Elmore Spencer,1993,1997,5.88,0.69,3.54,0.34,1.08
Felton Spencer,1991,2002,5.24,0.33,5.37,0.39,0.83
Lou Spicer,1947,1947,0.25,0,0,0,0
Craig Spitzer,1968,1968,1.8,0,2.4,0,0
Tiago Splitter,2011,2017,7.93,1.19,5.01,0.56,0.59
Art Spoelstra,1955,1958,7.24,0.96,4.58,0,0
Bruce Spraggins,1968,1968,12.17,0.94,4.7,0,0
Latrell Sprewell,1993,2005,18.3,4.01,4.08,1.42,0.44
Larry Spriggs,1982,1986,5.17,1.29,2.27,0.47,0.17
Jaden Springer,2022,2023,1.75,0.33,0.92,0.42,0.33
Jim Springer,1949,1949,0.5,0,0,0,0
Jim Spruill,1949,1949,2,0,0,0,0
Ryan Stack,1999,2000,2.3,0.23,1.84,0.14,0.51
Jerry Stackhouse,1996,2013,16.92,3.34,3.16,0.9,0.45
Kevin Stacom,1975,1982,5.13,1.51,1.47,0.32,0.04
Erv Staggs,1970,1970,8.55,1.43,2.3,0,0
Bud Stallworth,1973,1977,7.68,0.68,2.75,0.55,0.22
Dave Stallworth,1966,1975,9.31,1.67,4.7,0.6,0.13
Ed Stanczak,1950,1951,7.64,0.97,1.89,0,0
Cassius Stanley,2021,2022,2.67,0.15,1.18,0.18,0.12
Terence Stansbury,1985,1987,6.25,2.03,1.44,0.62,0.1
John Starks,1989,2002,12.5,3.56,2.46,1.1,0.12
Keith Starr,1977,1977,0.82,0.35,0.59,0.06,0
Nik Stauskas,2015,2022,6.68,1.5,2.01,0.41,0.23
Larry Staverman,1959,1964,4.67,0.95,3.85,0,0
Larry Steele,1972,1980,8.21,2.82,2.92,1.79,0.2
Matt Steigenga,1997,1997,1.5,1,1.5,0.5,0.5
Vladimir Stepania,1999,2004,4.14,0.35,4.37,0.41,0.53
DJ Stephens,2014,2019,2.25,0,1.25,0.25,0
Everette Stephens,1989,1991,1.87,1.03,0.61,0.24,0.11
Jack Stephens,1956,1956,10.32,2.88,5.24,0,0
Joe Stephens,1997,2000,3.23,0.55,2.05,0.55,0.14
Lance Stephenson,2011,2022,8.55,2.93,4.06,0.64,0.14
Alex Stepheson,2016,2016,2.75,0.25,3.5,0.12,0.62
Brook Steppe,1983,1989,5.45,1.18,1.45,0.44,0.07
Barry Stevens,1993,1993,1,0,1,0,0
Lamar Stevens,2021,2023,5.4,0.63,2.77,0.46,0.29
Wayne Stevens,1960,1960,1.62,0.5,2,0,0
DeShawn Stevenson,2001,2013,7.2,1.64,2.22,0.51,0.16
Dennis Stewart,1971,1971,3.33,0.17,1.42,0,0
Isaiah Stewart,2021,2023,8.96,1.12,7.79,0.43,1.05
Kebu Stewart,1998,1998,2.67,0.13,2.07,0.33,0.13
Larry Stewart,1992,1997,7.43,1.25,3.99,0.54,0.39
Michael Stewart,1998,2005,2.18,0.31,3.17,0.2,0.97
Norm Stewart,1957,1957,2,0.4,1,0,0
Greg Stiemsma,2012,2015,3.16,0.48,3.34,0.58,1.14
Steve Stipanovich,1984,1988,13.21,2.33,7.77,1.03,0.94
Bryant Stith,1993,2002,10.15,2.01,3.38,1.01,0.22
Sam Stith,1962,1962,4.41,1.88,1.59,0,0
Tom Stith,1963,1963,3.08,0.72,1.56,0,0
Alex Stivrins,1986,1993,2,0.18,1,0.09,0.09
David Stockton,2015,2018,3,1.5,0.33,0.33,0
John Stockton,1985,2003,13.11,10.51,2.69,2.17,0.21
Peja Stojakovic,1999,2011,16.97,1.75,4.7,0.93,0.13
Ed Stokes,1998,1998,0.75,0.25,1,0.25,0.5
Greg Stokes,1986,1990,3.1,0.4,1.48,0.33,0.26
Jarnell Stokes,2015,2017,2.39,0.25,1.43,0.25,0.18
Maurice Stokes,1956,1958,16.41,5.26,17.29,0,0
Art Stolkey,1947,1947,4.43,1.65,0,0,0
Randy Stoll,1968,1968,5.68,0.48,3.64,0,0
Diamond Stone,2017,2017,1.43,0,0.86,0,0.14
George Stone,1969,1972,13.63,1.29,5.71,0,0
Julyan Stone,2012,2018,1.14,1.1,1.1,0.23,0.11
Awvee Storey,2005,2008,2.38,0.35,1.35,0.17,0.03
Damon Stoudamire,1996,2008,13.4,6.12,3.46,1.09,0.09
Salim Stoudamire,2006,2008,8.03,1.04,1.36,0.35,0.06
Amar'e Stoudemire,2003,2016,18.91,1.24,7.84,0.75,1.25
Paul Stovall,1973,1974,4.63,0.66,3.13,0.31,0.46
DJ Strawberry,2008,2008,2.21,0.91,0.85,0.36,0.18
Joe Strawder,1966,1968,8.56,1.06,9.94,0,0
Bill Stricker,1971,1971,4,0,0,0,0
Erick Strickland,1997,2005,7.54,2.4,2.63,0.84,0.08
Mark Strickland,1995,2003,4.56,0.36,2.74,0.28,0.39
Rod Strickland,1989,2005,13.22,7.3,3.73,1.48,0.2
Roger Strickland,1964,1964,2,0,0,0,0
John Stroeder,1988,1989,1.78,0.5,1.85,0.07,0.3
Derek Strong,1992,2001,6.77,0.64,4.85,0.45,0.21
Lamont Strothers,1992,1993,4.62,1.08,1.15,0.69,0.08
John Stroud,1981,1981,2.78,1,1.44,0.11,0
Red Stroud,1968,1968,2.86,0.14,0.29,0,0
Max Strus,2020,2023,9.98,1.51,2.68,0.44,0.16
Rodney Stuckey,2008,2017,12.57,3.58,2.94,0.87,0.14
Gene Stump,1948,1950,5.29,0.8,0,0,0
Stan Stutz,1947,1949,7.11,1.13,0,0,0
Jalen Suggs,2022,2023,10.74,3.77,3.27,1.27,0.44
Gary Suiter,1971,1971,1.4,0.07,1.37,0,0
Jared Sullinger,2013,2017,10.75,1.77,7.46,0.67,0.6
DaJuan Summers,2010,2013,3.35,0.35,0.99,0.22,0.1
Edmond Sumner,2018,2023,6.24,1.17,1.53,0.58,0.21
Barry Sumpter,1989,1989,0,0,0,0,0
Don Sunderlage,1954,1955,7.73,1.98,2.49,0,0
Bruno Sundov,1999,2005,1.7,0.18,1.05,0.15,0.14
Jon Sundvold,1984,1992,7.74,2.93,1.1,0.44,0.01
Bob Sura,1996,2005,8.61,3.77,3.41,0.98,0.22
Dick Surhoff,1953,1954,3.07,0.55,1.62,0,0
George Sutor,1968,1970,4.81,0.38,5.11,0,0
Dane Suttle,1984,1985,5.91,1.04,1.07,0.46,0
Greg Sutton,1992,1996,4.53,1.69,0.91,0.5,0.08
Keith Swagerty,1969,1970,12.34,1.19,10.35,0,0
Bennie Swain,1959,1959,4.57,0.5,4.52,0,0
Caleb Swanigan,2018,2020,2.25,0.75,2.91,0.19,0.15
Norm Swanson,1954,1954,1.59,0.52,1.75,0,0
Dan Swartz,1963,1963,4.49,0.54,2.26,0,0
Mike Sweetney,2004,2007,6.51,0.62,4.48,0.31,0.46
Cole Swider,2023,2023,1.5,0.67,1.17,0,0
Robert Swift,2005,2009,4.29,0.21,3.88,0.27,0.89
Skeeter Swift,1970,1974,11.59,2.9,2.23,0.19,0
Stromile Swift,2001,2009,8.38,0.5,4.63,0.65,1.25
Aaron Swinson,1995,1995,2.67,0.33,0.89,0.11,0
Craig Sword,2022,2022,2,0.33,0,1.33,0
Pape Sy,2011,2011,2.33,0.67,1,0.33,0
Buck Sydnor,1947,1947,1,0,0,0,0
Keifer Sykes,2022,2022,5.62,1.94,1.41,0.38,0.12
Larry Sykes,1996,1996,0,0,2,0,0
Brett Szabo,1997,1997,2.19,0.24,2.36,0.23,0.46
Wally Szczerbiak,2000,2009,14.12,2.35,4,0.6,0.25
Walt Szczerbiak,1972,1972,6.28,0.77,2.83,0,0
Zan Tabak,1995,2001,4.99,0.67,3.57,0.26,0.51
Yuta Tabuse,2005,2005,1.75,0.75,1,0,0
Chris Taft,2006,2006,2.76,0.12,2.12,0.12,0.41
Sid Tanenbaum,1948,1949,9.04,2.31,0,0,0
Dragan Tarlac,2001,2001,2.4,0.72,2.84,0.16,0.44
Roy Tarpley,1987,1995,12.62,1.04,10.01,1.13,1.18
Levern Tart,1968,1971,19.4,3.03,5.01,0,0
Jae'Sean Tate,2021,2023,11.15,2.7,5.09,0.99,0.47
Earl Tatum,1977,1980,9.57,1.94,2.6,1.22,0.39
Jayson Tatum,2018,2023,22.33,3.29,6.98,1.11,0.7
Edy Tavares,2016,2017,2.54,0.31,2.46,0.08,0.92
Anthony Taylor,1989,1989,6.86,2.05,1.62,1.05,0.24
Brian Taylor,1973,1982,13.09,4.12,2.68,2.06,0.28
Donell Taylor,2006,2007,2.71,0.92,1.08,0.48,0.07
Fatty Taylor,1970,1977,7.97,4,3.94,2.4,0.18
Fred Taylor,1971,1972,4.38,0.78,1.59,0,0
Isaiah Taylor,2017,2018,6.31,2.94,1.37,0.49,0.15
Jay Taylor,1990,1990,3,0.29,0.65,0.29,0.18
Jeff Taylor,1983,1987,3.2,2.02,1.46,0.75,0.29
Jeff Taylor,2013,2015,6.11,0.81,1.99,0.55,0.16
Jermaine Taylor,2010,2011,5.4,0.74,1.66,0.37,0.12
Johnny Taylor,1998,2000,4.74,0.48,2.22,0.59,0.37
Leonard Taylor,1990,1990,1.1,0.1,1.2,0,0
Maurice Taylor,1998,2007,11.03,1.17,4.59,0.46,0.49
Mike Taylor,2009,2009,5.67,2.08,1.71,0.71,0
Ollie Taylor,1971,1974,9.69,2.4,4.16,0.65,0.19
Ron Taylor,1970,1972,4.82,0.88,3.82,0,0
Terry Taylor,2022,2023,6.41,0.84,3.46,0.28,0.21
Tyshawn Taylor,2013,2014,2.85,0.93,0.54,0.41,0.02
Vince Taylor,1983,1983,3.06,1.32,1.16,0.65,0.06
Terry Teagle,1983,1993,11.62,1.39,2.62,0.75,0.18
Jeff Teague,2010,2021,12.18,5.55,2.41,1.13,0.34
Marquis Teague,2013,2018,2.38,1.47,0.99,0.25,0.13
Mirza Teletovic,2013,2018,8.14,0.84,3.22,0.32,0.25
Sebastian Telfair,2005,2015,7.42,3.48,1.59,0.73,0.13
Collis Temple,1975,1975,1.75,0.62,1.29,0.17,0.17
Garrett Temple,2010,2023,6.23,1.69,2.3,0.82,0.33
Milos Teodosic,2018,2019,7.95,4.02,2.37,0.43,0.1
Ira Terrell,1977,1979,6.98,1.13,4.2,0.5,0.59
Jared Terrell,2019,2019,2.21,0.86,0.43,0.21,0.14
Carlos Terry,1981,1983,3.03,1.32,2.41,0.57,0.29
Chuck Terry,1973,1977,3.81,0.77,2.4,0.55,0.09
Claude Terry,1973,1978,5.54,1.31,1.43,0.4,0.04
Dalen Terry,2023,2023,1.75,0.57,0.68,0.14,0.14
Emanuel Terry,2019,2022,1.67,0.67,3.67,0.67,0
Jason Terry,2000,2018,13.39,3.84,2.32,1.14,0.2
Tyrell Terry,2021,2022,1,0.46,0.46,0.38,0
Jon Teske,2022,2022,0,0.33,0.67,0.33,0
Hasheem Thabeet,2010,2014,2.16,0.12,2.66,0.26,0.82
Tom Thacker,1964,1971,3.25,1.48,2.62,0,0
Floyd Theard,1970,1970,3.84,1.76,2.04,0,0
Daniel Theis,2018,2023,7.56,1.26,4.89,0.48,0.86
Reggie Theus,1979,1991,18.53,6.29,3.26,1.18,0.23
Peter Thibeaux,1985,1986,4.97,0.48,1.55,0.37,0.34
Bill Thieben,1957,1958,3.96,0.28,3.2,0,0
Justus Thigpen,1970,1974,2.68,0.55,0.82,0,0
David Thirdkill,1983,1987,2.85,0.47,1.17,0.26,0.07
Adonis Thomas,2014,2014,2.33,0.5,0.5,0,0
Billy Thomas,2005,2008,2.72,0.49,0.98,0.47,0.04
Brodric Thomas,2021,2022,3.32,0.93,1.43,0.36,0.25
Cam Thomas,2022,2023,9.31,1.29,2.1,0.44,0.12
Carl Thomas,1992,1998,2.87,0.44,0.95,0.38,0.13
Charles Thomas,1992,1992,1.33,0.61,0.61,0.11,0.03
Etan Thomas,2002,2011,5.72,0.36,4.71,0.31,1.04
Irving Thomas,1991,1991,1.77,0.38,1.19,0.15,0.04
Isaiah Thomas,2012,2022,17.66,4.8,2.4,0.86,0.11
Isiah Thomas,1982,1994,19.23,9.26,3.55,1.9,0.25
Jamel Thomas,2000,2001,2.5,0.5,1.17,0.33,0
James Thomas,2005,2006,1.64,0.15,2.3,0.12,0.21
Jim Thomas,1984,1991,8.42,2.34,2.6,0.88,0.07
Joe Thomas,1971,1971,1.41,0.44,1.1,0,0
John Thomas,1998,2006,2.69,0.29,2.08,0.33,0.24
Kenny Thomas,2000,2010,9.3,1.54,6.87,0.83,0.44
Khyri Thomas,2019,2021,4.1,0.92,1,0.49,0.28
Kurt Thomas,1996,2013,8.08,1.08,6.6,0.65,0.76
Lance Thomas,2012,2020,5.14,0.67,2.56,0.37,0.14
Malcolm Thomas,2012,2015,1.9,0.35,2.4,0.15,0.17
Matt Thomas,2020,2022,3.98,0.48,1.23,0.17,0.03
Ron Thomas,1973,1976,3.98,0.75,4.07,0.69,0.17
Terry Thomas,1976,1976,2.75,0.11,1.29,0.14,0.07
Tim Thomas,1998,2010,11.47,1.54,4.1,0.74,0.36
Tyrus Thomas,2007,2015,7.69,0.86,4.82,0.82,1.31
Willis Thomas,1968,1968,8.95,0.89,1.84,0,0
Trey Thompkins,2012,2012,2.38,0.12,1,0.12,0.12
Bernard Thompson,1985,1989,5.28,1.3,1.73,0.62,0.13
Billy Thompson,1987,1992,8.55,1.71,5.38,0.53,0.91
Brooks Thompson,1995,1998,4.52,1.67,0.94,0.52,0.03
Corny Thompson,1983,1983,2.77,0.77,2.73,0.27,0.16
David Thompson,1976,1984,22.67,3.28,4.13,1.01,0.86
Dijon Thompson,2006,2007,2.81,0.19,1.19,0.19,0.06
George Thompson,1970,1975,18.57,3.57,3.33,1.21,0.2
Hollis Thompson,2014,2017,7.74,1.1,3.13,0.63,0.26
Jack Thompson,1969,1969,1,1,0.5,0,0
Jason Thompson,2009,2016,8.86,1.08,6.6,0.48,0.7
John Thompson,1965,1966,3.54,0.26,3.51,0,0
Kevin Thompson,1994,1994,0.93,0.21,0.93,0,0.14
Klay Thompson,2012,2023,19.75,2.34,3.54,0.88,0.53
LaSalle Thompson,1983,1997,7.92,1.16,6.79,0.75,0.99
Mychal Thompson,1979,1991,13.7,2.29,7.43,0.75,1.15
Mychel Thompson,2012,2012,3.6,1.4,1,0.4,0.2
Paul Thompson,1984,1986,8.92,1.45,3.46,0.92,0.51
Stephen Thompson,1992,1992,1.63,0.42,1,0.32,0.16
Tristan Thompson,2012,2022,9.03,0.99,8.38,0.5,0.69
JT Thor,2022,2023,2.54,0.49,1.7,0.28,0.27
Skip Thoren,1968,1970,13.17,1.94,11.03,0,0
Rod Thorn,1964,1971,10.76,2.61,3.14,0,0
Al Thornton,2008,2011,11.92,1.19,4.17,0.62,0.51
Bob Thornton,1986,1996,2.98,0.35,2.52,0.26,0.12
Dallas Thornton,1969,1970,6.82,1.48,2.82,0,0
Marcus Thornton,2010,2017,11.9,1.4,2.79,0.84,0.13
Sindarius Thornwell,2018,2021,2.51,0.69,1.29,0.47,0.22
Otis Thorpe,1985,2001,14,2.17,8.25,0.67,0.4
Sedale Threatt,1984,1997,9.81,3.8,1.8,1.2,0.14
Nate Thurmond,1964,1977,14.98,2.67,15,0.46,2.06
Mel Thurston,1948,1948,5.57,0.29,0,0,0
Matisse Thybulle,2020,2023,4.58,1.01,1.93,1.48,0.83
Hal Tidrick,1949,1949,9.05,1.66,0,0,0
Dan Tieman,1963,1963,1.17,0.93,0.76,0,0
Killian Tillie,2021,2022,3.24,0.56,1.56,0.52,0.43
Darren Tillis,1983,1984,3.43,0.34,2.53,0.16,0.73
Xavier Tillman Sr,2021,2023,5.99,1.32,4.06,0.85,0.43
Jack Tingle,1948,1949,2.33,0.21,0,0,0
George Tinsley,1970,1972,5.29,0.86,2.89,0,0
Jamaal Tinsley,2002,2014,8.5,6.09,2.93,1.42,0.28
Wayman Tisdale,1986,1997,15.33,1.28,6.09,0.55,0.6
Mike Tobey,2017,2017,1,0.5,1.5,0,0
Isaiah Todd,2022,2023,1.38,0.25,0.75,0.25,0.12
Mike Todorovich,1950,1951,11.03,2.95,6.89,0,0
Ray Tolbert,1982,1989,3.56,0.52,2.33,0.27,0.39
Tom Tolbert,1989,1995,6.51,0.91,4.01,0.37,0.35
Anthony Tolliver,2009,2021,6.1,0.89,3.31,0.37,0.29
Dean Tolson,1975,1978,5.03,0.42,2.24,0.45,0.34
Rudy Tomjanovich,1971,1981,17.43,2.05,8.07,0.7,0.33
Andrew Toney,1981,1988,15.94,4.2,2.16,0.79,0.22
Sedric Toney,1986,1994,3.65,2.1,0.88,0.43,0.01
Andy Tonkovich,1949,1949,2.59,0.59,0,0,0
Andy Toolson,1991,1996,2.65,0.53,1.22,0.23,0.03
Jack Toomay,1948,1950,6.69,0.86,0,0,0
Bernard Toone,1980,1980,2.39,0.52,1.48,0.17,0.22
Obi Toppin,2021,2023,6.58,0.79,2.96,0.31,0.3
Irv Torgoff,1947,1949,6.78,0.72,0,0,0
Gene Tormohlen,1963,1970,4.39,0.95,4.14,0,0
Oscar Torres,2002,2003,5.39,0.52,1.63,0.35,0.13
Juan ToscanoAnderson,2020,2023,4.28,1.9,3.07,0.65,0.31
Bill Tosheff,1952,1954,9.16,3.26,3,0,0
Bob Tough,1949,1950,7.06,1.67,0,0,0
Axel Toupane,2016,2021,3.06,0.58,1.15,0.3,0.3
Monte Towe,1976,1977,2.77,1.94,0.77,0.46,0.04
Keith Tower,1994,1997,1.85,0.13,1.3,0.11,0.23
Blackie Towery,1949,1950,9.36,2.45,0,0,0
Linton Townes,1983,1985,4.28,0.53,1.12,0.33,0.12
KarlAnthony Towns,2016,2023,23.07,3.17,11.21,0.81,1.35
Raymond Townsend,1979,1982,4.84,1.41,1.02,0.58,0.06
George Trapp,1972,1977,8.85,0.99,3.87,0.48,0.29
John Trapp,1969,1973,7.24,1,4.36,0,0
Robert Traylor,1999,2005,4.76,0.71,3.74,0.64,0.7
Gary Trent,1996,2004,8.63,1,4.5,0.44,0.34
Gary Trent Jr,2019,2023,14.49,1.45,2.33,1.24,0.23
Jeff Trepagnier,2002,2004,2.84,0.71,1.39,0.61,0.13
John Tresvant,1965,1973,9.16,1.44,6.34,0,0
Allonzo Trier,2019,2020,9.66,1.67,2.57,0.35,0.2
Dick Triptow,1949,1950,5.69,1.64,0,0,0
Kelly Tripucka,1982,1991,17.17,2.96,3.82,0.96,0.19
Ansley Truitt,1973,1973,2.44,0.12,2.38,0,0
Cezary Trybanski,2003,2004,0.68,0.05,0.68,0.05,0.32
Jake Tsakalidis,2001,2007,4.75,0.32,3.93,0.23,0.71
John Tschogl,1973,1975,2.45,0.61,1.84,0.41,0.44
Lou Tsioropoulos,1957,1959,5.8,1.05,4.78,0,0
Nikoloz Tskitishvili,2003,2006,2.95,0.66,1.78,0.27,0.29
Al Tucker,1968,1972,10.06,0.97,4.94,0,0
Alando Tucker,2008,2010,4.14,0.31,0.96,0.1,0.04
Anthony Tucker,1995,1995,3.92,1.1,2.74,0.74,0.18
Jim Tucker,1955,1957,4.11,0.53,3.53,0,0
PJ Tucker,2007,2023,6.84,1.43,5.52,1.09,0.3
Rayjon Tucker,2020,2022,3,0.54,1,0.18,0.03
Trent Tucker,1983,1993,8.25,2.03,2.01,0.9,0.12
Ronny Turiaf,2006,2015,4.67,1.31,3.71,0.38,1.25
Mirsad Turkcan,2000,2000,1.94,0.29,1.94,0.18,0.06
Hedo Turkoglu,2001,2015,11.06,2.84,3.98,0.75,0.3
Andre Turner,1987,1992,4.51,3.15,1.55,0.81,0.02
Bill Turner,1968,1973,5.43,0.57,3.53,0,0
Elston Turner,1982,1989,4.75,1.81,2.72,0.88,0.05
Evan Turner,2011,2020,9.68,3.49,4.65,0.75,0.26
Gary Turner,1968,1968,3,0,1.5,0,0
Henry Turner,1990,1995,3.39,0.44,1.18,0.38,0.12
Herschell Turner,1968,1968,3.2,1.1,1.8,0,0
Jack Turner,1955,1955,4.34,1.18,2.37,0,0
Jack Turner,1962,1962,4.76,1.05,2.02,0,0
Jeff Turner,1985,1996,6.04,1.04,3.33,0.35,0.14
John Turner,1992,1992,2.79,0.29,1.86,0.14,0.1
Myles Turner,2016,2023,13.35,1.21,6.79,0.71,2.29
Wayne Turner,2000,2000,1.33,1.67,1,0,0
Melvin Turpin,1985,1990,8.51,0.51,4.58,0.43,0.96
Dave Twardzik,1973,1980,9.29,3.4,2.4,1.43,0.1
Jack Twyman,1956,1966,19.25,2.26,6.59,0,0
BJ Tyler,1995,1995,3.55,3.16,1.13,0.65,0.04
Jeremy Tyler,2012,2014,3.59,0.24,2.59,0.22,0.4
Terry Tyler,1979,1989,10.18,1.19,5.37,0.92,1.54
Charlie Tyra,1958,1962,8.88,0.91,7.38,0,0
Edwin Ubiles,2012,2012,3.5,0.25,2.5,0.25,0.25
Ekpe Udoh,2011,2019,3.52,0.68,2.86,0.46,1.12
Ime Udoka,2004,2011,5.17,0.97,2.93,0.66,0.17
Beno Udrih,2005,2017,8.37,3.44,2.06,0.69,0.09
Roko Ukic,2009,2010,4.01,1.94,0.92,0.36,0.02
Tyler Ulis,2017,2019,7.5,4.04,1.68,0.89,0.09
Stanley Umude,2023,2023,2,0,0,1,1
Wes Unseld,1969,1981,10.8,3.88,13.99,1.06,0.62
Hal Uplinger,1954,1954,3.74,1.13,1.35,0,0
Kelvin Upshaw,1989,1991,5.41,2.14,1.21,0.68,0.07
Jarrod Uthoff,2017,2020,3.69,0.56,1.75,0.19,0.25
Ben Uzoh,2011,2012,3.98,2.17,2.13,0.5,0.18
Steve Vacendak,1968,1970,9.93,2.34,2.87,0,0
Jonas Valanciunas,2013,2023,13.48,1.23,9.48,0.4,0.97
Darnell Valentine,1982,1991,8.71,4.97,2.13,1.47,0.09
Denzel Valentine,2017,2022,7.01,1.82,3.35,0.62,0.12
Ronnie Valentine,1981,1981,3.5,0.29,1.25,0.29,0.17
John Vallely,1971,1972,3.59,0.84,0.66,0,0
Dick Van Arsdale,1966,1977,16.37,3.32,4.13,0.93,0.15
Tom Van Arsdale,1966,1977,15.32,2.24,4.24,0.74,0.05
Nick Van Exel,1994,2006,14.38,6.56,2.89,0.82,0.1
Keith Van Horn,1998,2006,16.01,1.57,6.8,0.82,0.51
Norm Van Lier,1970,1979,11.76,6.99,4.82,1.81,0.17
Dennis Van Zant,1976,1976,2,0,1,0,0
Fred VanVleet,2017,2023,14.53,5.21,3.33,1.33,0.4
Gene Vance,1948,1952,8.26,2.3,3.03,0,0
Logan Vander Velden,1996,1996,0.6,0.07,0.4,0,0
Jarred Vanderbilt,2019,2023,6.18,1.5,6.65,1.06,0.48
Ernie Vandeweghe,1950,1956,9.53,2.45,4.58,0,0
Kiki Vandeweghe,1981,1993,19.73,2.06,3.44,0.58,0.3
Nick Vanos,1986,1987,3.26,0.87,3.53,0.31,0.41
David Vanterpool,2001,2001,5.55,3,1.68,1.05,0.14
Ratko Varda,2002,2002,5,0,1,0,0
Anderson Varejao,2005,2021,7.24,1.17,7.17,0.85,0.64
Jarvis Varnado,2013,2014,2.89,0.43,1.95,0.3,0.84
Greivis Vasquez,2011,2017,8.96,4.83,2.55,0.59,0.08
Devin Vassell,2021,2023,11.19,1.89,3.66,0.95,0.44
Chico Vaughn,1963,1970,11.86,2.09,2.49,0,0
David Vaughn,1975,1976,10.73,1.45,9.82,0.85,1.38
David Vaughn,1996,1999,2.89,0.31,3.06,0.26,0.41
Jacque Vaughn,1998,2009,4.46,2.47,1.32,0.52,0.02
Rashad Vaughn,2016,2018,3.04,0.54,1.14,0.38,0.21
Virgil Vaughn,1947,1947,2.65,0.59,0,0,0
Loy Vaught,1991,2001,10.14,0.95,7.08,0.74,0.33
Bob Verga,1968,1974,20.23,2.94,3.91,0.57,0
Pete Verhoeven,1982,1987,3.55,0.54,2.27,0.45,0.24
Jan Vesely,2012,2014,3.64,0.59,3.47,0.66,0.52
Gundars Vetra,1993,1993,3.46,0.46,0.62,0.15,0
Joao Vianna,1992,1992,2,2,0,0,0
Charlie Villanueva,2006,2016,10.38,0.84,4.6,0.5,0.53
Gabe Vincent,2020,2023,7.55,2.3,1.68,0.77,0.1
Jay Vincent,1982,1990,15.15,1.95,5.5,0.72,0.3
Sam Vincent,1986,1992,7.84,3.9,2.07,0.68,0.15
Marcus Vinicius,2007,2008,1.92,0.27,0.73,0.12,0.08
Fred Vinson,1995,2000,1.31,0.08,0.08,0.23,0
Claude Virden,1973,1973,9.87,2.39,4.97,0,0
Gary Voce,1990,1990,2,0,2,0,0
Floyd Volker,1950,1950,7.35,2.07,0,0,0
Alexander Volkov,1990,1992,6.84,2.23,2.58,0.68,0.35
Whitey Von Nieda,1950,1950,5.31,2.42,0,0,0
Noah Vonleh,2015,2023,4.65,0.73,4.94,0.38,0.4
Jake Voskuhl,2001,2009,4.03,0.53,3.42,0.33,0.37
Danny Vranes,1982,1988,5.12,1.16,3.92,0.65,0.53
Slavko Vranes,2004,2004,0,0,0,0,0
Stojko Vrankovic,1991,1999,2.78,0.35,3.04,0.13,1.05
